Pclass,Sex,Age_clean,SibSp,Parch,Fare_clean,Fare_clean_tr,Cabin,Cabin_ind,Embarked_clean,Title,Family_cnt
-0.40865209698242655,0.7371245492832738,2.5707711109570557,-0.46406260750968653,-0.4684268733151033,-0.48383978066176553,-0.44619855014846427,0.4500641751983475,-0.5441658799064574,0.5453639872648541,0.43022278618714915,-0.5403851187520513
0.8036824573987724,0.7371245492832738,-1.6736944501235522,2.6927454486708564,0.7949062092619934,-0.04699254494031309,0.37386307740664854,0.4500641751983475,-0.5441658799064574,-0.3344679438512551,-1.7841287109110444,2.2776388403650913
0.8036824573987724,0.7371245492832738,0.21273468813449584,-0.46406260750968653,-0.4684268733151033,0.5949864252333638,1.00341359345155,0.4500641751983475,-0.5441658799064574,0.5453639872648541,0.43022278618714915,-0.5403851187520513
0.8036824573987724,-1.3566228407021954,-0.7304798809945282,0.32513940653544915,-0.4684268733151033,-0.49967182813086514,-0.4940253843162606,0.4500641751983475,-0.5441658799064574,0.5453639872648541,-1.230540836636496,0.0232196730713772
-0.40865209698242655,-1.3566228407021954,-0.10167016824184551,-0.46406260750968653,-0.4684268733151033,-0.42520256781324844,-0.2880926183890263,0.4500641751983475,-0.5441658799064574,0.5453639872648541,-1.230540836636496,-0.5403851187520513
0.8036824573987724,-1.3566228407021954,-0.6518786669004428,-0.46406260750968653,-0.4684268733151033,-0.5483407147951344,-0.6596940825342409,0.4500641751983475,-0.5441658799064574,-0.3344679438512551,-1.230540836636496,-0.5403851187520513
0.8036824573987724,0.7371245492832738,0.6057407586049225,1.1143414205805848,-0.4684268733151033,-0.5442361098957381,-0.6444338098155705,0.4500641751983475,-0.5441658799064574,0.5453639872648541,0.43022278618714915,0.5868244648948057
0.8036824573987724,-1.3566228407021954,-0.9662835232767842,-0.46406260750968653,-0.4684268733151033,-0.39099830881445147,-0.206832099394582,0.4500641751983475,-0.5441658799064574,-2.0941318060834737,-1.230540836636496,-0.5403851187520513
0.8036824573987724,-1.3566228407021954,0.03188254170566333,-0.46406260750968653,-0.4684268733151033,-0.5483407147951344,-0.6596940825342409,0.4500641751983475,-0.5441658799064574,-0.3344679438512551,-1.230540836636496,-0.5403851187520513
-1.6209866513636255,0.7371245492832738,1.3131516854516905,0.32513940653544915,-0.4684268733151033,0.7047365237776761,1.0847863187796714,-0.2424619588378379,1.8376749387004951,0.5453639872648541,0.43022278618714915,0.0232196730713772
0.8036824573987724,0.7371245492832738,0.03188254170566333,-0.46406260750968653,-0.4684268733151033,-0.3759473090204941,-0.1731410215338358,0.4500641751983475,-0.5441658799064574,0.5453639872648541,0.43022278618714915,-0.5403851187520513
0.8036824573987724,0.7371245492832738,-0.41607502461818685,-0.46406260750968653,-0.4684268733151033,-0.5413042492533122,-0.6336978470840958,0.4500641751983475,-0.5441658799064574,0.5453639872648541,0.43022278618714915,-0.5403851187520513
-1.6209866513636255,0.7371245492832738,-0.023068954147760175,0.32513940653544915,-0.4684268733151033,0.8319792756589581,1.1731163439508987,-1.9322257258861302,1.8376749387004951,0.5453639872648541,0.43022278618714915,0.0232196730713772
-1.6209866513636255,-1.3566228407021954,2.099163826392544,-0.46406260750968653,0.7949062092619934,1.2203523002627985,1.4111624088821586,-1.6829163176331035,1.8376749387004951,-2.0941318060834737,0.9838106604616975,0.0232196730713772
-0.40865209698242655,0.7371245492832738,0.13413347404041048,0.32513940653544915,0.7949062092619934,0.13781318605010123,0.5918012123437676,0.4500641751983475,-0.5441658799064574,-2.0941318060834737,0.43022278618714915,0.5868244648948057
0.8036824573987724,0.7371245492832738,0.03188254170566333,-0.46406260750968653,-0.4684268733151033,-0.5483407147951344,-0.6596940825342409,0.4500641751983475,-0.5441658799064574,-0.3344679438512551,0.43022278618714915,-0.5403851187520513
-0.40865209698242655,0.7371245492832738,0.21273468813449584,0.32513940653544915,-0.4684268733151033,-0.12028906100095947,0.2741427163888719,0.4500641751983475,-0.5441658799064574,0.5453639872648541,0.43022278618714915,0.0232196730713772
0.8036824573987724,0.7371245492832738,0.2913359022285812,0.32513940653544915,0.7949062092619934,-0.24870455713921197,0.0735274263737352,0.4500641751983475,-0.5441658799064574,0.5453639872648541,0.43022278618714915,0.5868244648948057
0.8036824573987724,0.7371245492832738,2.3349674686748,-0.46406260750968653,-0.4684268733151033,-0.5600681573648377,-0.7048682498294558,0.4500641751983475,-0.5441658799064574,0.5453639872648541,0.43022278618714915,-0.5403851187520513
-1.6209866513636255,-1.3566228407021954,2.2563662545807146,-0.46406260750968653,-0.4684268733151033,-0.10738887417428569,0.2923645981900356,-2.2646382702234993,1.8376749387004951,0.5453639872648541,-1.230540836636496,-0.5403851187520513
0.8036824573987724,-1.3566228407021954,0.03188254170566333,0.32513940653544915,-0.4684268733151033,-0.35249242388108715,-0.12285344129152899,0.4500641751983475,-0.5441658799064574,0.5453639872648541,0.9838106604616975,0.0232196730713772
-0.40865209698242655,-1.3566228407021954,-2.066700520593979,0.32513940653544915,2.05823929183909,0.24511928556288762,0.7017416628102976,0.4500641751983475,-0.5441658799064574,-2.0941318060834737,-1.230540836636496,1.1504292567182342
0.8036824573987724,0.7371245492832738,0.03188254170566333,-0.46406260750968653,-0.4684268733151033,-0.5449209925418088,-0.6469612317373331,0.4500641751983475,-0.5441658799064574,-2.0941318060834737,0.43022278618714915,-0.5403851187520513
-1.6209866513636255,-1.3566228407021954,-1.0448847373708696,-0.46406260750968653,0.7949062092619934,0.6297794018491598,1.0297759694601578,-3.1510717217898163,1.8376749387004951,-2.0941318060834737,-1.230540836636496,0.0232196730713772
0.8036824573987724,-1.3566228407021954,1.2345504713576052,0.32513940653544915,4.584905456993283,-0.0757247792360865,0.33584332750732465,0.4500641751983475,-0.5441658799064574,0.5453639872648541,0.9838106604616975,2.2776388403650913
-1.6209866513636255,-1.3566228407021954,1.0773480431694344,-0.46406260750968653,0.7949062092619934,4.226780713523857,2.535036922667689,-3.0125664949825794,1.8376749387004951,0.5453639872648541,0.9838106604616975,0.0232196730713772
